@relation Converted_from_ACE_XML

@attribute Number_of_Pitches numeric
@attribute Number_of_Common_Pitches numeric
@attribute Range numeric
@attribute Dominant_Spread numeric
@attribute Strong_Tonal_Centres numeric
@attribute Pitch_Variability numeric
@attribute Pitch_Skewness numeric
@attribute Pitch_Kurtosis numeric
@attribute Most_Common_Melodic_Interval numeric
@attribute Amount_of_Arpeggiation numeric
@attribute Repeated_Notes numeric
@attribute Chromatic_Motion numeric
@attribute Stepwise_Motion numeric
@attribute Direction_of_Melodic_Motion numeric
@attribute Melodic_Pitch_Variety numeric
@attribute Vertical_Dissonance_Ratio numeric
@attribute Non-Standard_Chords numeric
@attribute Metrical_Diversity numeric
@attribute Mean_Rhythmic_Value numeric
@attribute Rhythmic_Value_Variability numeric
@attribute Complete_Rests_Fraction numeric
@attribute Rhythmic_Variability_-_Tempo_Standardized numeric
@attribute Polyrhythms_-_Tempo_Standardized numeric
@attribute Note_Density numeric
@attribute Note_Density_Variability numeric
@attribute Strongest_Rhythmic_Pulse numeric
@attribute Rhythmic_Variability numeric
@attribute Polyrhythms numeric
@attribute Number_of_Pitched_Instruments numeric
@attribute Number_of_Unpitched_Instruments numeric
@attribute Voice_Equality_-_Number_of_Notes numeric
@attribute Parallel_Motion numeric
@attribute Similar_Motion numeric
@attribute Contrary_Motion numeric
@attribute Oblique_Motion numeric
@attribute Average_Note_to_Note_Change_in_Dynamics numeric

@data
27.0, 3.0, 27.0, 4.0, 2.0, 5.686, 0.1383, 5.808, 1.0, 0.356, 0.0394, 0.2446, 0.4864, 0.4639, 6.502, 0.2258, 0.06667, 1.0, 0.2963, 0.1364, 0.006203, 0.02339, 0.2, 5.1, 1.076, 41.0, 0.02845, 0.4286, 1.0, 0.0, 324.0, 0.0, 1.0, 0.0, 0.0, 0.0
29.0, 2.0, 34.0, 3.0, 2.0, 7.401, -0.7342, 6.138, 1.0, 0.3114, 0.005256, 0.2286, 0.4415, 0.5799, 6.207, 0.1598, 0.1444, 2.0, 0.5236, 0.4327, 0.01131, 0.02308, 0.3, 6.673, 1.068, 160.0, 0.02812, 0.4286, 1.0, 0.0, 0.0, 0.0125, 0.1125, 0.01875, 0.8562, 5.803
25.0, 2.0, 31.0, 4.0, 2.0, 5.512, 0.1276, 6.041, 1.0, 0.3085, 0.008119, 0.2463, 0.4899, 0.5321, 5.649, 0.32, 0.2353, 1.0, 0.2743, 0.1365, 0.007411, 0.02421, 0.2, 6.087, 0.4479, 191.0, 0.02725, 0.125, 1.0, 0.0, 298.2, 0.0, 0.0, 0.0, 0.0, 0.0
30.0, 3.0, 32.0, 4.0, 2.0, 6.212, -0.3711, 6.393, 1.0, 0.2973, 0.03604, 0.2559, 0.5009, 0.5664, 5.377, 0.1887, 0.1386, 1.0, 0.6606, 0.5657, 0.0, 0.01568, 0.4, 2.555, 0.8153, 78.0, 0.02757, 0.6667, 1.0, 0.0, 0.0, 0.01546, 0.1134, 0.06186, 0.8093, 2.938
27.0, 4.0, 29.0, 4.0, 2.0, 5.934, -0.4618, 5.989, 2.0, 0.2888, 0.09223, 0.2621, 0.5971, 0.5053, 5.993, 0.3332, 0.1875, 1.0, 0.637, 0.4918, 9.8E-5, 0.02577, 0.4, 2.242, 0.931, 55.0, 0.04154, 0.5, 1.0, 0.0, 150.5, 0.02326, 0.02326, 0.02326, 0.9302, 0.75
31.0, 2.0, 34.0, 4.0, 2.0, 7.483, -0.7554, 5.84, 1.0, 0.3469, 0.01306, 0.1959, 0.3904, 0.6044, 6.344, 0.1769, 0.1613, 1.0, 1.05, 0.7561, 0.01033, 0.02624, 0.6, 4.965, 1.026, 123.0, 0.0254, 0.4, 1.0, 0.0, 0.0, 0.03456, 0.07604, 0.1659, 0.7235, 4.485
25.0, 2.0, 29.0, 4.0, 2.0, 5.402, -0.1753, 6.0, 2.0, 0.2729, 0.02744, 0.279, 0.6174, 0.4389, 5.537, 0.06292, 0.05, 1.0, 0.8149, 0.5806, 0.0, 0.03511, 0.6, 3.631, 0.6948, 40.0, 0.03511, 0.6, 1.0, 0.0, 233.3, 0.125, 0.2222, 0.4444, 0.2083, 0.7102
28.0, 2.0, 32.0, 6.0, 2.0, 6.804, -0.3861, 5.52, 2.0, 0.2909, 0.0, 0.1802, 0.4543, 0.5637, 5.943, 0.1735, 0.1258, 3.0, 0.4922, 0.3562, 7.328E-4, 0.02263, 0.4, 7.549, 1.299, 64.0, 0.02539, 0.375, 1.0, 0.0, 0.0, 0.02, 0.1, 0.01333, 0.8667, 4.79
27.0, 3.0, 29.0, 6.0, 2.0, 5.804, 0.1765, 5.493, 2.0, 0.3428, 0.05302, 0.2096, 0.529, 0.5013, 5.71, 0.4321, 0.06667, 1.0, 0.3464, 0.2106, 0.001918, 0.02429, 0.4, 6.504, 2.075, 74.0, 0.02568, 0.3333, 1.0, 0.0, 362.8, 0.0, 0.01351, 0.01351, 0.973, 0.0
32.0, 1.0, 32.0, 6.0, 2.0, 7.42, -0.3067, 5.827, 2.0, 0.3227, 0.04859, 0.2412, 0.5441, 0.5113, 5.36, 0.2112, 0.08679, 5.0, 0.425, 0.4167, 0.02244, 0.02227, 0.4, 4.972, 2.601, 72.0, 0.02921, 0.3333, 1.0, 0.0, 598.9, 0.02303, 0.1382, 0.07294, 0.7658, 0.7323
29.0, 3.0, 31.0, 7.0, 2.0, 6.167, -0.06232, 5.662, 2.0, 0.342, 0.01296, 0.1376, 0.4197, 0.4929, 4.57, 0.25, 0.1875, 1.0, 0.2915, 0.2175, 0.02281, 0.02422, 0.4, 4.467, 0.8666, 139.0, 0.03167, 0.1667, 1.0, 0.0, 451.2, 0.0, 0.4545, 0.1818, 0.3636, 0.0
31.0, 2.0, 34.0, 7.0, 1.0, 7.511, -0.6233, 6.19, 1.0, 0.2463, 0.03616, 0.2938, 0.5797, 0.5346, 5.805, 0.1472, 0.1571, 4.0, 0.6057, 0.6421, 0.008664, 0.01546, 0.2, 3.477, 0.8942, 59.0, 0.02306, 0.5, 1.0, 0.0, 0.0, 0.008696, 0.05, 0.03478, 0.9065, 0.242
25.0, 2.0, 31.0, 7.0, 3.0, 6.186, -0.02095, 5.996, 2.0, 0.2469, 0.01963, 0.25, 0.6054, 0.529, 6.493, 0.0, 0.0, 1.0, 0.2227, 0.1727, 0.004408, 0.01759, 0.15, 4.2, 0.5133, 51.0, 0.02883, 0.25, 1.0, 0.0, 452.8, 0.0, 0.0, 0.0, 0.0, 0.0
30.0, 2.0, 34.0, 6.0, 2.0, 7.482, -0.3676, 5.842, 2.0, 0.2648, 0.03757, 0.2415, 0.5081, 0.6301, 5.909, 0.113, 0.1174, 3.0, 0.8776, 0.8761, 0.01415, 0.02717, 0.4, 6.139, 1.513, 75.0, 0.02396, 0.3333, 1.0, 0.0, 0.0, 0.009639, 0.07711, 0.1084, 0.8048, 0.05457
25.0, 2.0, 28.0, 6.0, 3.0, 6.015, -0.134, 5.748, 2.0, 0.3702, 0.007099, 0.1562, 0.4513, 0.4341, 6.022, 0.0, 0.0, 1.0, 0.5293, 0.2673, 0.003066, 0.03433, 0.6, 5.059, 0.8704, 155.0, 0.0312, 0.1667, 1.0, 0.0, 491.0, 0.0, 0.0, 0.0, 0.0, 0.0
27.0, 1.0, 31.0, 6.0, 1.0, 6.454, -0.4584, 5.983, 2.0, 0.3512, 0.08837, 0.2419, 0.5093, 0.5153, 5.065, 0.2366, 0.2812, 1.0, 0.5622, 0.4282, 0.0, 0.02473, 0.4, 2.009, 0.6826, 40.0, 0.03985, 0.75, 1.0, 0.0, 76.08, 0.0, 0.0, 0.0, 1.0, 0.0
33.0, 4.0, 32.0, 4.0, 2.0, 7.077, -0.3738, 5.97, 2.0, 0.3484, 0.02083, 0.1493, 0.3819, 0.6277, 5.606, 0.231, 0.1516, 4.0, 0.7437, 0.4993, 0.03838, 0.02851, 0.4, 6.946, 1.717, 78.0, 0.02574, 0.3333, 1.0, 0.0, 0.0, 0.03565, 0.1273, 0.1681, 0.6689, 0.9146
22.0, 4.0, 29.0, 3.0, 3.0, 5.419, -0.5093, 6.196, 2.0, 0.2991, 0.006772, 0.2573, 0.5621, 0.4602, 6.141, 0.04762, 0.25, 1.0, 0.6254, 0.3548, 0.003378, 0.03485, 0.4, 4.171, 0.7278, 75.0, 0.03171, 0.3333, 1.0, 0.0, 498.5, 0.0, 0.0, 0.0, 1.0, 0.0
31.0, 1.0, 34.0, 6.0, 3.0, 7.887, -0.5234, 5.273, 2.0, 0.2535, 0.0, 0.1916, 0.4112, 0.6248, 6.398, 0.2218, 0.0, 3.0, 0.6108, 0.5382, 0.007069, 0.02508, 0.4, 6.272, 1.524, 42.0, 0.025, 0.4, 1.0, 0.0, 0.0, 0.04569, 0.1015, 0.2284, 0.6244, 0.0
28.0, 2.0, 31.0, 6.0, 1.0, 6.208, -0.1171, 5.338, 2.0, 0.4387, 0.2079, 0.1762, 0.4674, 0.5151, 4.524, 0.3913, 0.0, 1.0, 0.3645, 0.1749, 0.001352, 0.02486, 0.3, 5.904, 1.076, 74.0, 0.02633, 0.3333, 1.0, 0.0, 305.2, 0.0, 0.0, 0.01852, 0.9815, 0.0
32.0, 1.0, 31.0, 3.0, 2.0, 6.431, -0.3948, 5.895, 3.0, 0.4274, 0.001181, 0.1464, 0.2574, 0.4456, 5.431, 0.1859, 0.1089, 2.0, 0.8303, 0.5952, 0.00264, 0.02595, 0.4, 4.529, 1.085, 58.0, 0.02745, 0.5, 1.0, 0.0, 0.0, 0.01487, 0.09294, 0.0, 0.8922, 4.927
30.0, 1.0, 29.0, 3.0, 2.0, 6.211, -0.331, 5.729, 3.0, 0.4221, 0.004866, 0.1411, 0.2579, 0.4364, 5.401, 0.2353, 0.375, 1.0, 0.457, 0.1714, 0.002065, 0.02812, 0.4, 3.638, 0.8457, 48.0, 0.03164, 0.75, 1.0, 0.0, 388.4, 0.0, 0.0, 0.0, 1.0, 0.0
30.0, 3.0, 33.0, 7.0, 2.0, 7.045, -0.5931, 5.862, 2.0, 0.1961, 0.003581, 0.2149, 0.6392, 0.5049, 6.395, 0.2256, 0.1853, 4.0, 0.5114, 0.5212, 0.01004, 0.02244, 0.2, 6.564, 0.9653, 48.0, 0.02515, 0.375, 1.0, 0.0, 0.0, 0.01099, 0.05769, 0.03022, 0.9011, 0.2482
25.0, 3.0, 31.0, 7.0, 2.0, 5.595, 0.2686, 5.721, 2.0, 0.1597, 0.003781, 0.2609, 0.7656, 0.4231, 6.395, 0.0, 0.0, 1.0, 0.3197, 0.1844, 0.006555, 0.02424, 0.2, 5.258, 0.7652, 192.0, 0.0273, 0.5, 1.0, 0.0, 520.3, 0.0, 0.0, 0.0, 0.0, 0.0
27.0, 3.0, 33.0, 6.0, 3.0, 6.823, 0.1324, 5.825, 2.0, 0.3241, 0.04194, 0.164, 0.49, 0.6279, 6.052, 0.253, 0.1599, 3.0, 0.6218, 0.4663, 0.00773, 0.01972, 0.6, 6.213, 1.167, 115.0, 0.01973, 0.1667, 1.0, 0.0, 0.0, 0.0, 0.08597, 0.05882, 0.8552, 1.249
26.0, 3.0, 31.0, 6.0, 3.0, 5.648, 0.1336, 6.016, 2.0, 0.2837, 0.05178, 0.1963, 0.5674, 0.5074, 6.097, 0.2222, 0.1429, 1.0, 0.4349, 0.292, 0.007277, 0.0214, 0.3, 5.236, 1.008, 131.0, 0.01988, 0.09091, 1.0, 0.0, 512.7, 0.0, 0.0, 0.0, 1.0, 0.0
30.0, 3.0, 33.0, 6.0, 2.0, 7.645, -0.6988, 5.616, 2.0, 0.3863, 0.01325, 0.128, 0.3091, 0.604, 5.505, 0.1918, 0.2466, 2.0, 0.7847, 0.5122, 0.0, 0.02181, 0.5, 2.987, 0.8679, 55.0, 0.03319, 0.3333, 1.0, 0.0, 0.0, 0.03311, 0.1325, 0.07947, 0.755, 0.9012
26.0, 3.0, 31.0, 6.0, 2.0, 6.161, 0.2011, 5.703, 2.0, 0.3885, 0.07018, 0.2055, 0.4762, 0.5094, 5.741, 0.2732, 0.2038, 1.0, 0.7562, 0.5597, 0.0, 0.02825, 0.375, 1.57, 0.4742, 45.0, 0.04564, 0.6667, 1.0, 0.0, 56.0, 0.025, 0.1, 0.1, 0.775, 0.0
26.0, 4.0, 33.0, 7.0, 2.0, 6.653, -0.7034, 5.864, 2.0, 0.3081, 0.01396, 0.1795, 0.4865, 0.5976, 6.148, 0.09804, 0.1048, 4.0, 0.7947, 0.5511, 0.004714, 0.02447, 0.2857, 6.158, 1.486, 70.0, 0.02197, 0.25, 1.0, 0.0, 0.0, 0.02353, 0.09706, 0.09412, 0.7853, 0.009331
25.0, 5.0, 31.0, 7.0, 3.0, 5.309, -0.7869, 6.473, 2.0, 0.2392, 0.03046, 0.2467, 0.6753, 0.5464, 6.128, 0.02, 0.0, 1.0, 0.5489, 0.44, 0.002978, 0.02575, 0.2, 5.583, 1.174, 84.0, 0.0213, 0.3571, 1.0, 0.0, 637.4, 0.0, 0.0, 0.0, 1.0, 0.0
28.0, 3.0, 29.0, 6.0, 2.0, 6.567, -0.02507, 5.84, 2.0, 0.3016, 0.006218, 0.2073, 0.4269, 0.5871, 5.839, 0.203, 0.08502, 4.0, 0.8036, 0.8104, 0.005883, 0.03482, 0.6, 7.542, 0.9229, 66.0, 0.02562, 0.3333, 1.0, 0.0, 0.0, 0.01508, 0.0402, 0.0402, 0.9045, 0.05489
25.0, 3.0, 25.0, 6.0, 2.0, 5.275, -0.1978, 5.622, 2.0, 0.3016, 0.01036, 0.2363, 0.4953, 0.5099, 5.681, 0.0, 0.0, 1.0, 0.5269, 0.2541, 0.008185, 0.0348, 0.6, 5.99, 1.097, 190.0, 0.02725, 0.25, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
27.0, 4.0, 27.0, 6.0, 2.0, 5.854, -0.4882, 5.837, 2.0, 0.2882, 0.04462, 0.2626, 0.5808, 0.5184, 5.533, 0.2689, 0.1717, 2.0, 0.3498, 0.2723, 0.002271, 0.02407, 0.2, 3.892, 1.215, 68.0, 0.03456, 0.4, 1.0, 0.0, 409.7, 0.0, 0.0566, 0.01887, 0.9245, 0.0
27.0, 2.0, 29.0, 4.0, 2.0, 6.053, -0.1488, 6.028, 2.0, 0.2325, 0.04032, 0.2944, 0.6519, 0.4538, 5.583, 0.2148, 0.1221, 1.0, 0.5029, 0.4015, 0.007006, 0.02209, 0.2, 3.853, 0.6087, 43.0, 0.027, 0.4286, 1.0, 0.0, 29.7, 0.07143, 0.0, 0.07143, 0.8571, 0.0
26.0, 4.0, 29.0, 4.0, 2.0, 5.678, -0.03415, 6.162, 2.0, 0.2457, 0.06466, 0.2371, 0.5927, 0.4424, 5.711, 0.06587, 0.04301, 1.0, 0.8089, 0.4789, 0.01576, 0.03291, 0.4, 4.224, 0.3616, 71.0, 0.02988, 0.3333, 1.0, 0.0, 125.9, 0.0, 0.1176, 0.2941, 0.5882, 0.0
25.0, 2.0, 27.0, 3.0, 2.0, 6.345, -0.3459, 6.239, 1.0, 0.3674, 0.0, 0.214, 0.3488, 0.4279, 7.504, 0.0, 0.0, 1.0, 0.5556, 0.2671, 0.0, 0.03481, 0.6, 1.38, 0.2169, 92.0, 0.05556, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
24.0, 4.0, 27.0, 4.0, 3.0, 5.193, -0.41, 6.681, 2.0, 0.2952, 0.005853, 0.2232, 0.5184, 0.4592, 5.197, 0.1985, 0.1996, 1.0, 0.5589, 0.351, 0.001987, 0.02795, 0.4, 4.572, 0.723, 61.0, 0.02795, 0.4, 1.0, 0.0, 0.0, 0.06593, 0.1648, 0.01099, 0.7582, 0.0
24.0, 4.0, 29.0, 6.0, 3.0, 5.581, 0.1677, 6.067, 1.0, 0.3241, 0.0, 0.2897, 0.5563, 0.4437, 6.804, 0.0, 0.0, 1.0, 0.4931, 0.3171, 0.001848, 0.02565, 0.3, 3.358, 0.3289, 67.0, 0.02685, 0.2222, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
38.0, 1.0, 39.0, 7.0, 2.0, 7.986, -0.3109, 5.413, 2.0, 0.4305, 0.04341, 0.142, 0.362, 0.5662, 5.385, 0.161, 0.07701, 1.0, 0.8192, 0.7483, 0.007272, 0.02951, 0.6, 5.131, 1.32, 44.0, 0.02868, 0.6, 1.0, 0.0, 0.0, 0.01493, 0.0796, 0.03234, 0.8731, 3.332
39.0, 2.0, 41.0, 7.0, 2.0, 7.913, -0.1782, 5.509, 2.0, 0.4547, 0.0951, 0.1597, 0.3774, 0.5263, 4.938, 0.2, 0.5, 1.0, 0.4628, 0.1066, 0.009596, 0.03006, 0.4, 4.674, 1.082, 87.0, 0.0293, 0.2, 1.0, 0.0, 685.3, 0.2143, 0.0, 0.07143, 0.7143, 0.5145
35.0, 0.0, 36.0, 6.0, 2.0, 7.551, -0.1806, 5.461, 2.0, 0.2771, 0.02764, 0.2211, 0.5309, 0.5737, 5.372, 0.1564, 0.1852, 4.0, 0.2649, 0.2405, 0.008735, 0.01011, 0.25, 2.945, 0.7878, 148.0, 0.02647, 0.6667, 1.0, 0.0, 0.0, 0.01728, 0.054, 0.03672, 0.892, 0.2021
34.0, 2.0, 38.0, 6.0, 2.0, 6.655, -0.3127, 5.933, 2.0, 0.2787, 0.06019, 0.2704, 0.6148, 0.4857, 5.708, 0.1662, 0.08941, 1.0, 0.2071, 0.185, 0.004311, 0.01451, 0.25, 3.378, 0.7629, 122.0, 0.03049, 0.4, 1.0, 0.0, 445.7, 0.0, 0.05882, 0.0, 0.9412, 0.0
31.0, 3.0, 36.0, 6.0, 2.0, 6.709, -0.01412, 5.624, 2.0, 0.2638, 0.01004, 0.1892, 0.5419, 0.5583, 5.643, 0.1144, 0.04576, 3.0, 0.5625, 0.5387, 0.002465, 0.02185, 0.4, 6.249, 1.195, 104.0, 0.02389, 0.25, 1.0, 0.0, 0.0, 0.02049, 0.1557, 0.03689, 0.7869, 1.677
27.0, 3.0, 33.0, 7.0, 3.0, 6.593, -0.1559, 5.594, 2.0, 0.2114, 0.006265, 0.2318, 0.6374, 0.4878, 5.452, 0.0, 0.0, 1.0, 0.3365, 0.1535, 0.00624, 0.02444, 0.3, 5.907, 1.377, 121.0, 0.02444, 0.1, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
29.0, 1.0, 32.0, 6.0, 1.0, 7.362, -0.4709, 5.491, 7.0, 0.4515, 0.09109, 0.04752, 0.09901, 0.5839, 5.139, 0.1797, 0.2271, 3.0, 1.614, 0.9023, 0.01084, 0.03104, 0.6667, 2.443, 0.6368, 42.0, 0.036, 1.0, 1.0, 0.0, 0.0, 0.06357, 0.2763, 0.07335, 0.5868, 1.464
29.0, 3.0, 34.0, 7.0, 2.0, 6.953, -0.5686, 5.509, 0.0, 0.5633, 0.38, 0.1567, 0.3617, 0.5027, 3.641, 0.2101, 0.2061, 1.0, 1.364, 0.7002, 0.0, 0.04439, 0.6667, 2.884, 0.7932, 55.0, 0.05383, 1.0, 1.0, 0.0, 68.91, 0.08065, 0.1613, 0.0, 0.7581, 0.0
26.0, 5.0, 31.0, 6.0, 2.0, 6.895, -0.1396, 5.595, 2.0, 0.3716, 0.02538, 0.0802, 0.3421, 0.65, 5.671, 0.1602, 0.1674, 4.0, 1.029, 0.6781, 0.01451, 0.02843, 0.4, 5.336, 0.9828, 65.0, 0.02764, 0.4, 1.0, 0.0, 0.0, 0.04196, 0.2154, 0.1007, 0.642, 0.1281
22.0, 5.0, 33.0, 6.0, 2.0, 6.591, -0.8024, 5.976, 2.0, 0.4027, 0.2306, 0.1546, 0.482, 0.4788, 4.806, 0.1552, 0.07635, 1.0, 0.8089, 0.4187, 0.001958, 0.03609, 0.4, 4.9, 1.018, 65.0, 0.03609, 0.4, 1.0, 0.0, 314.5, 0.0152, 0.08207, 0.1277, 0.7751, 0.0
30.0, 2.0, 34.0, 6.0, 2.0, 7.53, -0.1699, 5.613, 2.0, 0.3412, 0.02934, 0.1693, 0.4392, 0.5656, 5.613, 0.1722, 0.1285, 3.0, 0.5719, 0.443, 0.006732, 0.02427, 0.4, 7.622, 1.782, 42.0, 0.02416, 0.4, 1.0, 0.0, 0.0, 0.006969, 0.05226, 0.0662, 0.8746, 0.03444
30.0, 2.0, 37.0, 6.0, 3.0, 7.329, -0.07628, 5.816, 2.0, 0.3544, 0.08365, 0.1833, 0.4966, 0.4822, 5.185, 0.2712, 0.06844, 1.0, 0.3762, 0.1997, 0.004175, 0.02462, 0.4, 6.452, 1.677, 41.0, 0.02462, 0.5, 1.0, 0.0, 529.6, 0.0, 0.09917, 0.01653, 0.8843, 0.2364
28.0, 2.0, 31.0, 6.0, 2.0, 5.518, -0.3931, 5.657, 1.0, 0.4182, 0.002938, 0.2096, 0.3741, 0.4627, 6.22, 0.0, 0.0, 1.0, 0.2539, 0.08084, 0.001908, 0.02413, 0.3, 6.501, 1.144, 198.0, 0.02553, 0.3333, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
27.0, 4.0, 29.0, 4.0, 2.0, 5.326, -0.07397, 5.514, 2.0, 0.3281, 0.008989, 0.2236, 0.5213, 0.4977, 5.904, 0.0, 0.0, 1.0, 0.2837, 0.1406, 0.005894, 0.0241, 0.3, 5.835, 0.9973, 200.0, 0.02551, 0.3333, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1975
25.0, 2.0, 30.0, 4.0, 3.0, 5.794, 0.3406, 5.481, 2.0, 0.23, 0.006667, 0.2767, 0.6567, 0.4664, 6.835, 0.0, 0.0, 1.0, 0.4551, 0.307, 0.007246, 0.02591, 0.3, 2.545, 0.8953, 140.0, 0.03399, 0.3333, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.07973
23.0, 3.0, 26.0, 7.0, 3.0, 4.948, -0.1146, 5.645, 1.0, 0.4337, 0.04545, 0.2292, 0.4053, 0.4722, 5.696, 0.0, 0.0, 1.0, 0.3365, 0.176, 0.002689, 0.02432, 0.3, 3.952, 0.6623, 81.0, 0.02935, 0.2857, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2155
49.0, 0.0, 51.0, 4.0, 2.0, 10.33, -0.7747, 6.289, 1.0, 0.3194, 0.05428, 0.2912, 0.5209, 0.4327, 4.118, 0.1971, 0.3915, 1.0, 0.6556, 0.9198, 0.03448, 0.02403, 0.6, 4.359, 1.995, 51.0, 0.03458, 1.0, 2.0, 0.0, 382.6, 0.07801, 0.1253, 0.08353, 0.7132, 0.0
47.0, 0.0, 51.0, 6.0, 2.0, 11.39, -0.781, 5.346, 2.0, 0.2392, 0.02658, 0.2263, 0.6427, 0.459, 4.645, 0.2372, 0.3118, 1.0, 0.5499, 0.5408, 0.05149, 0.0259, 0.6, 13.64, 4.018, 181.0, 0.02084, 0.125, 2.0, 0.0, 874.5, 0.06459, 0.2011, 0.1892, 0.5451, 0.04745
49.0, 3.0, 51.0, 7.0, 3.0, 11.2, -1.219, 5.944, 2.0, 0.2109, 0.03284, 0.3065, 0.6955, 0.4033, 6.183, 0.2438, 0.333, 1.0, 0.3196, 0.2672, 0.04933, 0.02058, 0.4, 5.166, 1.784, 75.0, 0.03694, 0.6667, 2.0, 0.0, 324.6, 0.07237, 0.2056, 0.1977, 0.5243, 0.0
50.0, 0.0, 53.0, 6.0, 1.0, 11.11, -0.6013, 5.412, 2.0, 0.2677, 0.1082, 0.2618, 0.621, 0.4773, 4.588, 0.2307, 0.2552, 1.0, 0.2527, 0.2363, 0.07482, 0.02074, 0.3, 14.38, 3.515, 200.0, 0.02226, 0.3333, 2.0, 0.0, 1032.0, 0.08631, 0.1471, 0.2056, 0.561, 0.0
42.0, 0.0, 49.0, 6.0, 3.0, 10.48, -0.6617, 5.21, 2.0, 0.2087, 0.01815, 0.3485, 0.7169, 0.488, 4.44, 0.2476, 0.3425, 1.0, 0.3076, 0.3957, 0.03866, 0.01406, 0.4, 7.395, 3.528, 95.0, 0.02173, 0.5, 2.0, 0.0, 353.0, 0.05179, 0.1602, 0.1044, 0.6837, 0.0
45.0, 0.0, 51.0, 7.0, 2.0, 10.31, -0.8123, 5.705, 2.0, 0.2596, 0.04508, 0.1987, 0.604, 0.514, 5.826, 0.2435, 0.2569, 1.0, 0.3328, 0.588, 0.05152, 0.0193, 0.3, 13.35, 4.301, 105.0, 0.02116, 0.125, 2.0, 0.0, 717.8, 0.04011, 0.1463, 0.1411, 0.6725, 0.0
44.0, 0.0, 48.0, 3.0, 2.0, 11.7, -0.5114, 4.931, 1.0, 0.4313, 0.04153, 0.2854, 0.4494, 0.5133, 5.552, 0.2757, 0.1993, 1.0, 0.2626, 0.2669, 0.05645, 0.01915, 0.4, 4.754, 1.534, 73.0, 0.03178, 0.6667, 3.0, 0.0, 173.3, 0.03276, 0.1638, 0.1586, 0.6448, 0.0
45.0, 0.0, 51.0, 7.0, 2.0, 11.29, -0.5545, 5.278, 2.0, 0.1487, 0.02449, 0.2866, 0.7875, 0.4311, 5.674, 0.2829, 0.3299, 1.0, 0.7394, 0.7818, 0.02602, 0.0319, 0.4, 11.69, 2.265, 98.0, 0.02368, 0.3333, 2.0, 0.0, 1132.0, 0.04856, 0.1475, 0.156, 0.648, 0.03619
48.0, 0.0, 53.0, 6.0, 3.0, 9.453, -0.6456, 7.334, 2.0, 0.3271, 0.04978, 0.2036, 0.5644, 0.3732, 3.677, 0.2484, 0.4568, 1.0, 0.6843, 0.8432, 0.02539, 0.02329, 0.4, 5.954, 1.636, 57.0, 0.03434, 1.0, 2.0, 0.0, 582.3, 0.06504, 0.1258, 0.03252, 0.7766, 0.0
44.0, 0.0, 53.0, 7.0, 3.0, 10.63, -0.3766, 5.302, 2.0, 0.2292, 0.05847, 0.2962, 0.6979, 0.5248, 5.064, 0.2604, 0.2792, 1.0, 0.5956, 0.5626, 0.03764, 0.03164, 0.6, 12.76, 3.959, 189.0, 0.02485, 0.25, 2.0, 0.0, 795.1, 0.07003, 0.1866, 0.2382, 0.5052, 0.01693
47.0, 1.0, 51.0, 7.0, 2.0, 8.712, -0.6763, 7.448, 2.0, 0.3003, 0.09164, 0.2448, 0.5425, 0.5015, 4.774, 0.2316, 0.3302, 1.0, 0.3746, 0.3546, 0.02199, 0.01627, 0.1667, 6.218, 2.029, 87.0, 0.02761, 0.2857, 3.0, 0.0, 402.8, 0.04005, 0.097, 0.08198, 0.781, 0.2478
48.0, 2.0, 53.0, 7.0, 2.0, 10.89, -1.033, 5.549, 2.0, 0.2924, 0.02357, 0.2285, 0.5516, 0.4808, 4.847, 0.256, 0.1864, 1.0, 0.2962, 0.3052, 0.06431, 0.02102, 0.3, 13.58, 4.49, 116.0, 0.02185, 0.2222, 2.0, 0.0, 1053.0, 0.06571, 0.2153, 0.1871, 0.5319, 0.1012
45.0, 1.0, 49.0, 4.0, 2.0, 11.73, -1.105, 5.579, 3.0, 0.469, 0.01033, 0.1731, 0.3633, 0.5298, 6.133, 0.2461, 0.3506, 1.0, 0.3848, 0.3805, 0.02891, 0.02229, 0.3, 7.091, 1.739, 113.0, 0.03494, 0.25, 2.0, 0.0, 645.4, 0.03613, 0.2051, 0.1973, 0.5615, 0.02426
50.0, 1.0, 51.0, 6.0, 2.0, 10.9, -0.7556, 5.632, 2.0, 0.2527, 0.02782, 0.2716, 0.6524, 0.4782, 5.298, 0.2676, 0.2873, 1.0, 0.2919, 0.3194, 0.04691, 0.02026, 0.3, 12.66, 3.551, 193.0, 0.02271, 0.125, 2.0, 0.0, 1135.0, 0.04149, 0.1964, 0.2337, 0.5284, 0.0
